DATA VENDA,PRODUTO,VALOR,ESTADO,REGIÃO
2019-07-01,Gol, R$ 42990.00 ,Tocantins,Norte
2019-07-01,Voyage, R$ 49990.00 ,Rio Grande do Norte,Nordeste
2019-07-01,Gol, R$ 42990.00 ,Rio Grande do Norte,Nordeste
2019-07-01,Up!, R$ 37990.00 ,Maranhão,Nordeste
2019-07-01,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2019-07-01,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2019-07-01,Voyage, R$ 49990.00 ,Goiás,Centro-Oeste
2019-07-01,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2019-07-01,Fox, R$ 54750.00 ,Rio de Janeiro,Sudeste
2019-07-01,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2019-07-01,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2019-07-02,Jetta, R$ 94190.00 ,São Paulo,Sudeste
2019-07-02,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2019-07-02,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2019-07-02,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2019-07-02,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2019-07-02,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2019-07-02,Gol, R$ 42990.00 ,Mato Grosso,Centro-Oeste
2019-07-02,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2019-07-02,Fox, R$ 54750.00 ,Goiás,Centro-Oeste
2019-07-02,Up!, R$ 37990.00 ,São Paulo,Sudeste
2019-07-02,Up!, R$ 37990.00 ,Santa Catarina,Sul
2019-07-02,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2019-07-03,Gol, R$ 42990.00 ,Amapá,Norte
2019-07-03,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2019-07-03,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2019-07-03,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2019-07-03,Fox, R$ 54750.00 ,Pernambuco,Nordeste
2019-07-03,Voyage, R$ 49990.00 ,Tocantins,Norte
2019-07-03,Gol, R$ 42990.00 ,Santa Catarina,Sul
2019-07-03,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2019-07-03,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2019-07-04,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2019-07-04,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2019-07-04,Up!, R$ 37990.00 ,São Paulo,Sudeste
2019-07-04,Fox, R$ 54750.00 ,Rio Grande do Norte,Nordeste
2019-07-04,Fox, R$ 54750.00 ,São Paulo,Sudeste
2019-07-04,Gol, R$ 42990.00 ,Bahia,Nordeste
2019-07-04,Gol, R$ 42990.00 ,Pará,Norte
2019-07-04,Saveiro, R$ 47490.00 ,Rondônia,Norte
2019-07-04,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2019-07-04,Gol, R$ 42990.00 ,São Paulo,Sudeste
2019-07-04,Fox, R$ 54750.00 ,São Paulo,Sudeste
2019-07-04,Jetta, R$ 94190.00 ,Pará,Norte
2019-07-04,Fox, R$ 54750.00 ,Goiás,Centro-Oeste
2019-07-04,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2019-07-05,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2019-07-05,Up!, R$ 37990.00 ,São Paulo,Sudeste
2019-07-05,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2019-07-05,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2019-07-05,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2019-07-05,SpaceFox, R$ 59160.00 ,São Paulo,Sudeste
2019-07-05,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2019-07-05,Voyage, R$ 49990.00 ,Pernambuco,Nordeste
2019-07-05,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2019-07-05,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2019-07-05,Voyage, R$ 49990.00 ,Mato Grosso do Sul,Centro-Oeste
2019-07-05,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2019-07-05,Up!, R$ 37990.00 ,Tocantins,Norte
2019-07-05,Gol, R$ 42990.00 ,Pará,Norte
2019-07-05,Voyage, R$ 49990.00 ,Minas Gerais,Sudeste
2019-07-05,Gol, R$ 42990.00 ,Paraíba,Nordeste
2019-07-06,Up!, R$ 37990.00 ,Alagoas,Nordeste
2019-07-06,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2019-07-06,Fox, R$ 54750.00 ,Bahia,Nordeste
2019-07-06,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2019-07-06,Fox, R$ 54750.00 ,São Paulo,Sudeste
2019-07-06,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2019-07-06,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2019-07-07,Gol, R$ 42990.00 ,Paraná,Sul
2019-07-07,Up!, R$ 37990.00 ,São Paulo,Sudeste
2019-07-07,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2019-07-07,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2019-07-07,Fox, R$ 54750.00 ,Piauí,Nordeste
2019-07-07,Gol, R$ 42990.00 ,Sergipe,Nordeste
2019-07-07,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2019-07-07,Gol, R$ 42990.00 ,Paraná,Sul
2019-07-07,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2019-07-07,Fox, R$ 54750.00 ,Pernambuco,Nordeste
2019-07-07,SpaceFox, R$ 59160.00 ,Pernambuco,Nordeste
2019-07-07,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2019-07-07,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2019-07-07,Up!, R$ 37990.00 ,Rondônia,Norte
2019-07-08,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2019-07-08,Fox, R$ 54750.00 ,Rondônia,Norte
2019-07-08,Voyage, R$ 49990.00 ,Tocantins,Norte
2019-07-08,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2019-07-08,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2019-07-08,SpaceFox, R$ 59160.00 ,Pernambuco,Nordeste
2019-07-08,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2019-07-08,Voyage, R$ 49990.00 ,Goiás,Centro-Oeste
2019-07-08,Fox, R$ 54750.00 ,Espírito Santo,Sudeste
2019-07-08,Jetta, R$ 94190.00 ,Rio Grande do Sul,Sul
2019-07-08,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2019-07-08,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2019-07-08,Gol, R$ 42990.00 ,Bahia,Nordeste
2019-07-08,Up!, R$ 37990.00 ,Rondônia,Norte
2019-07-09,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2019-07-09,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2019-07-09,Voyage, R$ 49990.00 ,Paraná,Sul
2019-07-09,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2019-07-09,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2019-07-09,Fox, R$ 54750.00 ,Paraná,Sul
2019-07-09,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2019-07-09,Gol, R$ 42990.00 ,São Paulo,Sudeste
2019-07-09,Gol, R$ 42990.00 ,Mato Grosso,Centro-Oeste
2019-07-09,Up!, R$ 37990.00 ,Amapá,Norte
2019-07-09,Voyage, R$ 49990.00 ,Maranhão,Nordeste
2019-07-09,Voyage, R$ 49990.00 ,Goiás,Centro-Oeste
2019-07-09,Up!, R$ 37990.00 ,Tocantins,Norte
2019-07-09,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2019-07-09,Gol, R$ 42990.00 ,São Paulo,Sudeste
2019-07-09,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2019-07-09,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2019-07-09,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2019-07-10,Up!, R$ 37990.00 ,Tocantins,Norte
2019-07-10,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2019-07-10,Voyage, R$ 49990.00 ,Ceará,Nordeste
2019-07-10,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2019-07-10,Saveiro, R$ 47490.00 ,Santa Catarina,Sul
2019-07-10,Up!, R$ 37990.00 ,Mato Grosso,Centro-Oeste
2019-07-10,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2019-07-10,Saveiro, R$ 47490.00 ,Bahia,Nordeste
2019-07-10,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2019-07-10,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2019-07-10,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2019-07-10,Up!, R$ 37990.00 ,Paraíba,Nordeste
2019-07-10,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2019-07-10,Fox, R$ 54750.00 ,Goiás,Centro-Oeste
2019-07-10,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2019-07-10,Jetta, R$ 94190.00 ,Pernambuco,Nordeste
2019-07-10,Up!, R$ 37990.00 ,São Paulo,Sudeste
2019-07-10,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2019-07-10,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2019-07-10,Up!, R$ 37990.00 ,Paraíba,Nordeste
2019-07-11,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2019-07-11,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2019-07-11,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2019-07-11,Voyage, R$ 49990.00 ,Rio Grande do Norte,Nordeste
2019-07-11,Voyage, R$ 49990.00 ,Goiás,Centro-Oeste
2019-07-11,SpaceFox, R$ 59160.00 ,Rio Grande do Sul,Sul
2019-07-11,Gol, R$ 42990.00 ,São Paulo,Sudeste
2019-07-11,Up!, R$ 37990.00 ,Roraima,Norte
2019-07-11,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2019-07-11,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2019-07-11,SpaceFox, R$ 59160.00 ,Maranhão,Nordeste
2019-07-11,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2019-07-11,Up!, R$ 37990.00 ,Ceará,Nordeste
2019-07-11,Gol, R$ 42990.00 ,Acre,Norte
2019-07-12,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2019-07-12,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2019-07-12,Jetta, R$ 94190.00 ,Acre,Norte
2019-07-12,Gol, R$ 42990.00 ,Acre,Norte
2019-07-12,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2019-07-12,Gol, R$ 42990.00 ,Roraima,Norte
2019-07-12,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2019-07-12,Up!, R$ 37990.00 ,Paraná,Sul
2019-07-12,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2019-07-12,Voyage, R$ 49990.00 ,São Paulo,Sudeste
2019-07-13,Gol, R$ 42990.00 ,Rio Grande do Norte,Nordeste
2019-07-13,Jetta, R$ 94190.00 ,Rio de Janeiro,Sudeste
2019-07-13,Gol, R$ 42990.00 ,Acre,Norte
2019-07-13,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2019-07-13,Up!, R$ 37990.00 ,Acre,Norte
2019-07-13,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2019-07-13,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2019-07-13,Jetta, R$ 94190.00 ,Rio Grande do Norte,Nordeste
2019-07-13,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2019-07-13,Fox, R$ 54750.00 ,Rio de Janeiro,Sudeste
2019-07-13,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2019-07-13,Fox, R$ 54750.00 ,Rio Grande do Norte,Nordeste
2019-07-13,Up!, R$ 37990.00 ,Sergipe,Nordeste
2019-07-13,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2019-07-13,Gol, R$ 42990.00 ,Ceará,Nordeste
2019-07-14,Jetta, R$ 94190.00 ,Rio de Janeiro,Sudeste
2019-07-14,Up!, R$ 37990.00 ,Tocantins,Norte
2019-07-14,Gol, R$ 42990.00 ,São Paulo,Sudeste
2019-07-14,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2019-07-14,SpaceFox, R$ 59160.00 ,Mato Grosso,Centro-Oeste
2019-07-14,Jetta, R$ 94190.00 ,Sergipe,Nordeste
2019-07-14,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2019-07-14,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2019-07-14,Gol, R$ 42990.00 ,Paraíba,Nordeste
2019-07-14,Gol, R$ 42990.00 ,Rio Grande do Norte,Nordeste
2019-07-14,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2019-07-14,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2019-07-14,Fox, R$ 54750.00 ,São Paulo,Sudeste
2019-07-15,Gol, R$ 42990.00 ,Acre,Norte
2019-07-15,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2019-07-15,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2019-07-15,Gol, R$ 42990.00 ,Maranhão,Nordeste
2019-07-15,Gol, R$ 42990.00 ,Piauí,Nordeste
2019-07-15,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2019-07-15,Voyage, R$ 49990.00 ,Espírito Santo,Sudeste
2019-07-15,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2019-07-15,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2019-07-15,Up!, R$ 37990.00 ,Ceará,Nordeste
2019-07-15,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2019-07-15,Gol, R$ 42990.00 ,Paraná,Sul
2019-07-15,Voyage, R$ 49990.00 ,Pernambuco,Nordeste
2019-07-15,Gol, R$ 42990.00 ,Mato Grosso do Sul,Centro-Oeste
2019-07-15,Up!, R$ 37990.00 ,Rio Grande do Norte,Nordeste
2019-07-16,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2019-07-16,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2019-07-16,Gol, R$ 42990.00 ,São Paulo,Sudeste
2019-07-16,Gol, R$ 42990.00 ,São Paulo,Sudeste
2019-07-16,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2019-07-16,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2019-07-16,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2019-07-16,Jetta, R$ 94190.00 ,Rio de Janeiro,Sudeste
2019-07-16,Jetta, R$ 94190.00 ,Espírito Santo,Sudeste
2019-07-17,Saveiro, R$ 47490.00 ,Mato Grosso,Centro-Oeste
2019-07-17,Gol, R$ 42990.00 ,Acre,Norte
2019-07-17,Fox, R$ 54750.00 ,Ceará,Nordeste
2019-07-17,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2019-07-17,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2019-07-17,Gol, R$ 42990.00 ,Paraná,Sul
2019-07-17,Saveiro, R$ 47490.00 ,Bahia,Nordeste
2019-07-17,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2019-07-17,Gol, R$ 42990.00 ,São Paulo,Sudeste
2019-07-17,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2019-07-17,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2019-07-17,Fox, R$ 54750.00 ,Rondônia,Norte
2019-07-17,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2019-07-17,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2019-07-17,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2019-07-17,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2019-07-18,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2019-07-18,Fox, R$ 54750.00 ,Espírito Santo,Sudeste
2019-07-18,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2019-07-18,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2019-07-18,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2019-07-18,Gol, R$ 42990.00 ,Acre,Norte
2019-07-18,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2019-07-18,Fox, R$ 54750.00 ,Pará,Norte
2019-07-18,Saveiro, R$ 47490.00 ,Alagoas,Nordeste
2019-07-18,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2019-07-18,Gol, R$ 42990.00 ,Rondônia,Norte
2019-07-18,Fox, R$ 54750.00 ,São Paulo,Sudeste
2019-07-18,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2019-07-18,Fox, R$ 54750.00 ,São Paulo,Sudeste
2019-07-18,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2019-07-18,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2019-07-18,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2019-07-19,Jetta, R$ 94190.00 ,Rio de Janeiro,Sudeste
2019-07-19,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2019-07-19,Saveiro, R$ 47490.00 ,Bahia,Nordeste
2019-07-19,Up!, R$ 37990.00 ,Maranhão,Nordeste
2019-07-19,Fox, R$ 54750.00 ,São Paulo,Sudeste
2019-07-19,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2019-07-19,Up!, R$ 37990.00 ,São Paulo,Sudeste
2019-07-19,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2019-07-19,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2019-07-19,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2019-07-19,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2019-07-19,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2019-07-19,Voyage, R$ 49990.00 ,São Paulo,Sudeste
2019-07-20,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2019-07-20,Gol, R$ 42990.00 ,Pará,Norte
2019-07-20,SpaceFox, R$ 59160.00 ,Espírito Santo,Sudeste
2019-07-20,Fox, R$ 54750.00 ,Rio de Janeiro,Sudeste
2019-07-20,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2019-07-20,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2019-07-20,Fox, R$ 54750.00 ,Pernambuco,Nordeste
2019-07-20,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2019-07-20,Voyage, R$ 49990.00 ,Minas Gerais,Sudeste
2019-07-20,Jetta, R$ 94190.00 ,São Paulo,Sudeste
2019-07-20,Saveiro, R$ 47490.00 ,Rondônia,Norte
2019-07-20,Voyage, R$ 49990.00 ,Paraná,Sul
2019-07-20,Gol, R$ 42990.00 ,Bahia,Nordeste
2019-07-20,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2019-07-21,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2019-07-21,Fox, R$ 54750.00 ,Tocantins,Norte
2019-07-21,Gol, R$ 42990.00 ,São Paulo,Sudeste
2019-07-21,Gol, R$ 42990.00 ,São Paulo,Sudeste
2019-07-21,Jetta, R$ 94190.00 ,Santa Catarina,Sul
2019-07-21,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2019-07-21,Fox, R$ 54750.00 ,Sergipe,Nordeste
2019-07-21,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2019-07-21,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2019-07-21,Gol, R$ 42990.00 ,Maranhão,Nordeste
2019-07-21,Up!, R$ 37990.00 ,São Paulo,Sudeste
2019-07-22,Fox, R$ 54750.00 ,Pará,Norte
2019-07-22,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2019-07-22,Saveiro, R$ 47490.00 ,Bahia,Nordeste
2019-07-22,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2019-07-22,Saveiro, R$ 47490.00 ,Mato Grosso do Sul,Centro-Oeste
2019-07-22,Gol, R$ 42990.00 ,Rondônia,Norte
2019-07-22,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2019-07-22,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2019-07-22,Gol, R$ 42990.00 ,Acre,Norte
2019-07-22,Voyage, R$ 49990.00 ,Santa Catarina,Sul
2019-07-22,Gol, R$ 42990.00 ,Rio Grande do Norte,Nordeste
2019-07-22,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2019-07-22,Jetta, R$ 94190.00 ,Minas Gerais,Sudeste
2019-07-23,Saveiro, R$ 47490.00 ,Paraná,Sul
2019-07-23,Up!, R$ 37990.00 ,Tocantins,Norte
2019-07-23,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2019-07-23,Gol, R$ 42990.00 ,Tocantins,Norte
2019-07-23,Gol, R$ 42990.00 ,Paraíba,Nordeste
2019-07-23,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2019-07-23,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2019-07-23,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2019-07-23,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2019-07-23,Gol, R$ 42990.00 ,Rondônia,Norte
2019-07-23,Voyage, R$ 49990.00 ,Paraná,Sul
2019-07-23,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2019-07-23,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2019-07-23,Fox, R$ 54750.00 ,Espírito Santo,Sudeste
2019-07-23,Fox, R$ 54750.00 ,Pará,Norte
2019-07-23,Up!, R$ 37990.00 ,São Paulo,Sudeste
2019-07-23,Fox, R$ 54750.00 ,São Paulo,Sudeste
2019-07-24,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2019-07-24,Gol, R$ 42990.00 ,Rondônia,Norte
2019-07-24,Up!, R$ 37990.00 ,Piauí,Nordeste
2019-07-24,Fox, R$ 54750.00 ,Goiás,Centro-Oeste
2019-07-24,Jetta, R$ 94190.00 ,Maranhão,Nordeste
2019-07-24,Gol, R$ 42990.00 ,Acre,Norte
2019-07-24,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2019-07-24,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2019-07-24,Gol, R$ 42990.00 ,Piauí,Nordeste
2019-07-24,Gol, R$ 42990.00 ,Pará,Norte
2019-07-24,SpaceFox, R$ 59160.00 ,Ceará,Nordeste
2019-07-24,Gol, R$ 42990.00 ,São Paulo,Sudeste
2019-07-24,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2019-07-24,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2019-07-24,Voyage, R$ 49990.00 ,Goiás,Centro-Oeste
2019-07-24,SpaceFox, R$ 59160.00 ,Rio de Janeiro,Sudeste
2019-07-25,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2019-07-25,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2019-07-25,Up!, R$ 37990.00 ,Roraima,Norte
2019-07-25,SpaceFox, R$ 59160.00 ,Bahia,Nordeste
2019-07-25,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2019-07-25,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2019-07-25,Gol, R$ 42990.00 ,Pará,Norte
2019-07-25,Up!, R$ 37990.00 ,Mato Grosso do Sul,Centro-Oeste
2019-07-25,Gol, R$ 42990.00 ,Tocantins,Norte
2019-07-25,Gol, R$ 42990.00 ,Amapá,Norte
2019-07-25,Voyage, R$ 49990.00 ,Piauí,Nordeste
2019-07-25,Gol, R$ 42990.00 ,Paraíba,Nordeste
2019-07-25,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2019-07-25,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2019-07-26,Up!, R$ 37990.00 ,Tocantins,Norte
2019-07-26,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2019-07-26,Gol, R$ 42990.00 ,São Paulo,Sudeste
2019-07-26,Gol, R$ 42990.00 ,São Paulo,Sudeste
2019-07-26,Jetta, R$ 94190.00 ,Pernambuco,Nordeste
2019-07-26,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2019-07-26,Gol, R$ 42990.00 ,Sergipe,Nordeste
2019-07-26,Up!, R$ 37990.00 ,Bahia,Nordeste
2019-07-26,Up!, R$ 37990.00 ,Paraná,Sul
2019-07-26,Up!, R$ 37990.00 ,Paraná,Sul
2019-07-27,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2019-07-27,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2019-07-27,Gol, R$ 42990.00 ,São Paulo,Sudeste
2019-07-27,Up!, R$ 37990.00 ,Tocantins,Norte
2019-07-27,Fox, R$ 54750.00 ,Tocantins,Norte
2019-07-27,Voyage, R$ 49990.00 ,Pernambuco,Nordeste
2019-07-27,Saveiro, R$ 47490.00 ,Tocantins,Norte
2019-07-27,SpaceFox, R$ 59160.00 ,Paraná,Sul
2019-07-27,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2019-07-27,Saveiro, R$ 47490.00 ,Amazonas,Norte
2019-07-27,Voyage, R$ 49990.00 ,São Paulo,Sudeste
2019-07-27,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2019-07-27,Voyage, R$ 49990.00 ,Minas Gerais,Sudeste
2019-07-27,Fox, R$ 54750.00 ,Pernambuco,Nordeste
2019-07-28,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2019-07-28,Gol, R$ 42990.00 ,Ceará,Nordeste
2019-07-28,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2019-07-28,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2019-07-28,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2019-07-28,Gol, R$ 42990.00 ,São Paulo,Sudeste
2019-07-28,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2019-07-28,Gol, R$ 42990.00 ,Amapá,Norte
2019-07-28,Fox, R$ 54750.00 ,Acre,Norte
2019-07-28,Up!, R$ 37990.00 ,São Paulo,Sudeste
2019-07-28,Gol, R$ 42990.00 ,Amapá,Norte
2019-07-28,Gol, R$ 42990.00 ,Ceará,Nordeste
2019-07-28,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2019-07-28,Gol, R$ 42990.00 ,Santa Catarina,Sul
2019-07-28,Up!, R$ 37990.00 ,São Paulo,Sudeste
2019-07-28,SpaceFox, R$ 59160.00 ,Goiás,Centro-Oeste
2019-07-29,Up!, R$ 37990.00 ,Rio Grande do Norte,Nordeste
2019-07-29,Voyage, R$ 49990.00 ,Pernambuco,Nordeste
2019-07-29,Up!, R$ 37990.00 ,São Paulo,Sudeste
2019-07-29,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2019-07-29,Voyage, R$ 49990.00 ,Piauí,Nordeste
2019-07-29,Up!, R$ 37990.00 ,São Paulo,Sudeste
2019-07-29,Up!, R$ 37990.00 ,Maranhão,Nordeste
2019-07-29,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2019-07-29,Jetta, R$ 94190.00 ,Rio Grande do Sul,Sul
2019-07-29,Gol, R$ 42990.00 ,Pará,Norte
2019-07-29,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2019-07-29,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
